,Risk,Leverage
FCF,0.2777777777777778,3.0104514009153265
FCFS,0.3333333333333333,3.5303895674630623
FCPT,0.3888888888888889,6.91806426839404
FDBC,0.4444444444444444,7.21784055063912
FDP,0.16666666666666666,2.468179063032414
FELE,0.2777777777777778,3.368256354141806
FF,0.7777777777777778,-4.5044331379278555
FFBC,0.2222222222222222,3.1526645750505478
FFIC,0.16666666666666666,2.7882338369368616
FFIN,0.16666666666666666,3.138770678005562
FFWM,0.5555555555555556,15.355732421440253
FGEN,0.6666666666666666,-3.8664949164664653
FHI,0.16666666666666666,3.4545219422793196
FIBK,0.5,6.608016061777278
FISI,0.2777777777777778,4.433362130284834
FIX,0.16666666666666666,3.1651957532857926
FIXX,0.7777777777777778,-2.4396619227148855
FIZZ,0.1111111111111111,4.841300091927381
FLDM,0.5,25.60397369827615
FLGT,0.16666666666666666,2.5354592989288194
FLIC,0.2222222222222222,6.012716103795392
FLL,0.1111111111111111,3.5059191699242978
FLMN,0.1111111111111111,3.7777562000323193
FLNT,0.6666666666666666,49.758473527115676
FLOW,0.0,1.6429205121032187
FLR,0.0,3.6546602031228956
FLWS,0.5555555555555556,25.130856597013274
FLXS,0.2777777777777778,6.037572788971932
FMBH,0.5555555555555556,-5.2826538110034225
FMBI,0.3333333333333333,4.784638746383815
FMNB,0.1111111111111111,1.9769470635518174
FN,0.16666666666666666,3.3640951422458616
FNKO,0.1111111111111111,2.989729158708527
FNLC,0.1111111111111111,3.735892089015992
FOA,0.1111111111111111,6.313212673316143
FOCS,0.16666666666666666,3.990542178234654
FOE,0.0,2.0855073657324947
FOLD,0.7777777777777778,-1.1807794258600837
FOR,0.2777777777777778,5.775497270381019
FORM,0.5555555555555556,9.421659255815271
FORR,0.0,2.4482538028710685
FOSL,0.16666666666666666,7.816658850624174
FOXF,0.1111111111111111,2.84223022196994
FPI,0.0,3.253546111434908
FRBA,0.1111111111111111,4.809926736160502
FRBK,0.16666666666666666,3.7681609460498446
FREE,0.3333333333333333,7.187514119150452
FREQ,0.3888888888888889,8.681983038805836
FRG,0.05555555555555555,3.061426384579893
FRGI,0.16666666666666666,3.5220311551103936
FRME,0.5555555555555556,9.94039113346432
FRO,0.2222222222222222,3.3743377396765535
FRPH,0.2222222222222222,3.899286785429359
FRST,0.5,14.724751437561176
FRTA,0.1111111111111111,2.468152727772172
FSBW,0.2222222222222222,5.997987109134625
FSP,0.3333333333333333,6.465936521066285
FSR,0.0,8.826213497734905
FSS,0.16666666666666666,2.2461800513883925
FTSI,0.0,4.130461890162813
FUBO,0.3333333333333333,4.871136762619971
FUL,0.1111111111111111,2.947378931017616
FULC,0.1111111111111111,6.9487237706120535
FULT,0.2777777777777778,2.7635595545293246
FUV,0.2777777777777778,7.620739370478069
FWRD,0.5,7.963736985554157
GABC,0.2222222222222222,7.061973830291095
GATX,0.16666666666666666,2.737348250690107
GBCI,0.4444444444444444,20.33615958186451
GBL,0.05555555555555555,3.16867044665525
GBOX,0.7222222222222222,-11.675353281185913
GBT,0.5555555555555556,-21.295156576661753
GBX,0.2222222222222222,4.093662964042354
GCI,0.2777777777777778,3.3786209929648883
GCMG,0.1111111111111111,4.263656865661576
GCO,0.16666666666666666,4.540267326022419
GCP,0.0,2.1316739349901295
GDEN,0.0,2.4445125708461886
GDOT,0.7222222222222222,-3.122483363174246
GDYN,0.0,3.6635716712145245
GEF,0.3333333333333333,5.113044667299481
GEO,0.3333333333333333,10.348206908613525
GERN,0.2222222222222222,6.426833140543497
GES,0.3888888888888889,10.64039531885422
GEVO,0.5,17.354377890476833
GFF,0.2777777777777778,3.984324979592267
GHC,0.2222222222222222,6.397108820477726
GHL,0.16666666666666666,4.9662580724022005
GIC,0.05555555555555555,2.9015205123694634
GIII,0.3888888888888889,11.045052660516994
GKOS,0.4444444444444444,13.145685404638398
GLDD,0.16666666666666666,2.5932187249891547
GLNG,0.2222222222222222,4.4508767326552885
GLRE,0.2777777777777778,5.914013068117712
GLT,0.5555555555555556,39.58429886015769
GMRE,0.0,2.1137506797883105
GMS,0.0,2.323719248391419
GNK,0.1111111111111111,4.11483562685324
GNL,0.8333333333333334,-1.958783758393391
GNLN,0.7777777777777778,135.54089661625895
GNOG,0.2777777777777778,4.901683866984009
GNTY,0.0,2.7420033248228077
GNUS,0.0,1.8113647169198126
GNW,0.3333333333333333,6.739984626353325
GOEV,0.05555555555555555,9.05071409711113
GOGO,0.0,1.8387880929855838
GOLF,0.05555555555555555,2.8744429369358975
GOOD,0.0,2.684658979101516
GOSS,0.3888888888888889,4.735057091304897
GPI,0.2222222222222222,3.11654632636834
GPMT,0.3333333333333333,9.13083725288378
GPRE,0.16666666666666666,5.089387821695369
GPRO,0.1111111111111111,2.9259086750897008
GRBK,0.2777777777777778,4.295128155062699
GRC,0.2222222222222222,3.0402272495704956
GRPN,0.5555555555555556,15.505499543161646
GRTS,0.2222222222222222,8.292041989782518
GRWG,0.7222222222222222,-14.392436328786633
GSAT,0.2222222222222222,2.9510256682333504
GSBC,0.2222222222222222,4.4994692687768065
GSHD,0.2222222222222222,2.7078246722748824
GSKY,0.05555555555555555,1.9723449014510441
GT,0.1111111111111111,2.7665920790327974
GTBP,0.6666666666666666,-423.1510175139105
GTHX,0.6111111111111112,-4.384267495873765
GTLS,0.4444444444444444,9.612556042869151
GTN,0.16666666666666666,2.140625269652852
GTS,0.3333333333333333,5.43647827782571
GTY,0.16666666666666666,3.092532865131377
GTYH,0.5,13.01610952681479
GVA,0.4444444444444444,6.686051689454819
GWB,0.05555555555555555,3.078690930964379
GWRS,0.2222222222222222,4.133387013677052
HA,0.3888888888888889,11.15746896953014
HAE,0.8333333333333334,-7.788763351399375
HAFC,0.0,2.406574709562444
HALO,0.3888888888888889,6.770438753401482
HARP,0.8333333333333334,-3.8874343648063654
HASI,0.2777777777777778,3.37490129912453
HAYN,0.05555555555555555,2.7696056805108933
HBB,0.2777777777777778,7.923324338493948
HBCP,0.0,3.085371784002799
HBIO,0.0,3.548813591668905
HBMD,0.3888888888888889,6.282561660772071
HBNC,0.3333333333333333,5.0213826192585875
HBT,0.16666666666666666,3.4484864882632547
HCAT,0.2222222222222222,3.863121508200494
HCC,0.5,10.059051621600457
HCCI,0.2222222222222222,6.062040720639868
HCI,0.0,1.7659705892918367
HCKT,0.05555555555555555,2.3087186535467357
HCSG,0.2222222222222222,4.615477492872749
HEAR,0.3888888888888889,3.9319959270011613
HEES,0.4444444444444444,9.60304478653071
HELE,0.4444444444444444,10.363350135969215
HFFG,0.1111111111111111,4.510398212959732
HFWA,0.3888888888888889,6.976787090206121
HGEN,0.5555555555555556,-3984.845144469885
HGV,0.2222222222222222,2.8260626940443756
HI,0.05555555555555555,2.181198202874217
HIBB,0.2222222222222222,5.437490253232223
HIFS,0.0,2.113112419267224
HL,0.5,11.966219802160916
HLI,0.0,3.0347576176520272
HLIO,0.05555555555555555,2.500639783665299
HLIT,0.05555555555555555,2.1149099616675517
HLNE,0.6111111111111112,28.01635749969092
HLX,0.7777777777777778,-5.1834049231136055
HMHC,0.0,2.456434311248705
HMN,0.6111111111111112,-50.21549626568467
HMST,0.05555555555555555,3.560033841163629
HMTV,0.3333333333333333,5.533827499343615
HNGR,0.4444444444444444,19.378814173684262
HNI,0.16666666666666666,3.8889781862016184
HOFT,0.6666666666666666,3475.808469784757
HOFV,0.05555555555555555,6.093432658078331
HOMB,0.2777777777777778,4.810815813735837
HONE,0.2222222222222222,7.479736162886178
HOOK,0.8888888888888888,-2.9479274799384636
HOPE,0.2222222222222222,4.374328535420203
HOV,0.0,1.952623590413387
HP,0.4444444444444444,7.1521213321844535
HPK,0.16666666666666666,4.791434235681429
HQI,0.05555555555555555,2.7157406337277052
HQY,0.6111111111111112,104.3887351035634
HR,0.16666666666666666,3.32613588825193
HRI,0.05555555555555555,2.9332297758517973
HRTG,0.3333333333333333,11.723290470227125
HRTX,0.3333333333333333,6.001902108868406
HSC,0.16666666666666666,3.813432878023952
HSII,0.05555555555555555,2.392218881799452
HSKA,0.1111111111111111,4.469403562124691
HSTM,0.16666666666666666,5.195878031433788
HT,0.5,13.012946383418024
HTBI,0.5555555555555556,11.254524286788115
HTBK,0.5,5.91249065503541
HTH,0.16666666666666666,3.318629907144567
HTLD,0.5555555555555556,436.71713112363227
HTLF,0.2777777777777778,4.9649248670205655
HUBG,0.16666666666666666,2.2785151657341274
HURN,0.4444444444444444,13.481658569201109
HVT,0.2222222222222222,4.836217857888396
HWC,0.4444444444444444,9.55121081759326
HWKN,0.2777777777777778,4.53333243667554
HY,0.6666666666666666,-29.42908796342654
HYRE,0.4444444444444444,8.537140456905481
HZO,0.2777777777777778,6.567935912851571
IBCP,0.2222222222222222,5.41240979193081
IBIO,0.5555555555555556,8.770439428399063
IBOC,0.5,82.27167299607855
IBP,0.2222222222222222,3.005401587899231
IBRX,0.6111111111111112,13.729914346615367
IBTX,0.5555555555555556,23.32762173536168
ICAD,0.5555555555555556,23.488233427912398
ICFI,0.05555555555555555,2.4229316993695647
ICHR,0.5555555555555556,10.49053425267592
ICPT,0.5,9.284631478873404
IDCC,0.2777777777777778,4.12797385702206
IDEX,0.7222222222222222,-32.41776579993807
IDT,0.0,2.703610543025641
IDYA,0.2222222222222222,3.876703380670228
IEA,0.5555555555555556,-8.094447458997891
IESC,0.16666666666666666,6.10234331490901
IGMS,0.8888888888888888,-0.7394086619441417
IGT,0.05555555555555555,2.887185958954593
IHC,0.0,1.6272719415589354
IHRT,0.0,1.5895905307465745
IIIN,0.05555555555555555,3.37788137119928
IIIV,0.8333333333333334,-1.557036088986968
IIPR,0.05555555555555555,2.3468984933495447
IIVI,0.6111111111111112,-22.506621352504123
ILPT,0.05555555555555555,2.0791474434401893
IMAX,0.3333333333333333,5.227993501542906
IMGN,0.4444444444444444,6.858770735123616
IMKTA,0.0,1.8940378597504257
IMUX,0.6111111111111112,21.22622848009388
IMVT,0.7777777777777778,-17.46305080628389
IMXI,0.05555555555555555,3.2159242523072993
INBK,0.0,2.8832496751626584
INDB,0.6111111111111112,11.83570077035803
INDT,0.0,3.053386799270594
INFI,0.6666666666666666,16.556878209721816
INFN,0.5,43.731159841462805
INFU,0.2222222222222222,5.736258199979705
INGN,0.7777777777777778,-7.46988148382965
INN,0.3333333333333333,8.10868090159544
INO,0.7222222222222222,-12.217340109533797
INS,0.1111111111111111,3.2123044174434185
INSG,0.8888888888888888,-1.363822894201623
INSM,0.6666666666666666,72.4453165633741
INSP,0.16666666666666666,3.0484076944517957
INSW,0.3888888888888889,11.679944741814284
INT,0.6666666666666666,-10.285789293118057
INVA,0.05555555555555555,1.9449326803529299
INVE,0.05555555555555555,3.887295035822081
IOSP,0.4444444444444444,12.249831801013181
IPAR,0.1111111111111111,3.65688049114392
IPI,0.05555555555555555,5.144283665878716
IRBT,0.3888888888888889,10.087648811797353
IRDM,0.2777777777777778,4.113866283101155
IRMD,0.0,2.148717452419358
IRT,0.0,2.409911525450815
IRTC,0.5,9.090994797440915
IRWD,0.3888888888888889,3.0201161955602984
ISBC,0.16666666666666666,2.710463294892207
ISEE,0.16666666666666666,3.161687347619481
ITCI,0.1111111111111111,2.437227986274028
ITGR,0.7222222222222222,-18.746837556197292
ITI,0.2777777777777778,4.941851593765516
ITIC,0.05555555555555555,2.9366746999845224
ITRI,0.7222222222222222,-1.0809712826896618
IVC,0.4444444444444444,10.440074248604228
IVR,0.2222222222222222,6.850619231790492
JACK,0.4444444444444444,74.50981183039629
JBSS,0.2777777777777778,5.501153915057069
JBT,0.6111111111111112,288.91470176678877
JELD,0.6111111111111112,-15.974834390459193
JJSF,0.1111111111111111,2.115331812307411
JNCE,0.3333333333333333,5.544509393606432
JOE,0.2777777777777778,5.298332516969974
JOUT,0.6666666666666666,-4.911876364600496
JRVR,0.7777777777777778,-10.926544840234943
JYNT,0.0,3.3074654985271996
KAI,0.3333333333333333,5.19490286456536
KALA,0.7222222222222222,-39.959821229146236
KALU,0.2777777777777778,9.96962411033988
KALV,0.4444444444444444,5.482597596985727
KAMN,0.5555555555555556,445.2920951862426
KAR,0.7222222222222222,-3.1846752495243567
KBAL,0.4444444444444444,7.407639463896449
KBH,0.3888888888888889,5.992442036463984
KBR,0.1111111111111111,2.569298028639556
KDMN,0.0,
KDNY,0.4444444444444444,5.440861794983104
KE,0.1111111111111111,4.53171493069291
KELYA,0.3333333333333333,5.837999984662164
KFRC,0.05555555555555555,3.365025045129851
KFY,0.1111111111111111,3.0211395930852505
KIDS,0.0,2.5310203031766902
KIRK,0.2222222222222222,2.6357933180707116
KLDO,0.5,13.074849518184143
KLIC,0.16666666666666666,6.463342709455075
KMPH,0.3333333333333333,4.100558470133291
KMT,0.7222222222222222,-7.338208661254343
KN,0.05555555555555555,3.250154611329336
KNSA,0.3333333333333333,15.491220692299866
KNSL,0.0,2.4952865888616564
KOD,0.5555555555555556,10.618321680128854
KODK,0.4444444444444444,7.109374848864759
KOP,0.4444444444444444,6.041169079360036
KOPN,0.2222222222222222,5.193386883854298
KOS,0.2222222222222222,5.508074836076886
KPTI,0.6666666666666666,-71.62014100529574
KRA,0.1111111111111111,3.4901396339434263
KREF,0.1111111111111111,3.8309999224922917
KRG,0.1111111111111111,3.600503509247313
KRNY,0.2777777777777778,4.365776105469257
KRO,0.2777777777777778,7.170004383355442
KRTX,0.2777777777777778,3.617253984295188
KRUS,0.0,2.334320437735462
KRYS,0.6111111111111112,17.719889388462473
KTB,0.4444444444444444,8.349741847591064
KTOS,0.6111111111111112,-16.00703307582932
KURA,0.8888888888888888,-0.5829982277279867
KVHI,0.4444444444444444,12.567506482460123
KW,0.0,3.022635124335348
KWR,0.3888888888888889,5.756659912247406
KZR,0.05555555555555555,5.997428953188246
LADR,0.2777777777777778,6.243895141422058
LANC,0.2222222222222222,4.576976499332442
LAND,0.1111111111111111,3.708844752040922
LASR,0.5555555555555556,5.6916799556577296
LAUR,0.6666666666666666,-169.9872450610702
LAWS,0.1111111111111111,2.3683287942150577
LAZY,0.2777777777777778,4.25252106371822
LBAI,0.16666666666666666,3.631247635937351
LBC,0.1111111111111111,3.3999866533470327
LBRT,0.5,13.971494029104898
LC,0.0,4.094059010595341
LCII,0.1111111111111111,2.3282388687365856
LCTX,0.3333333333333333,5.027837726838742
LCUT,0.2222222222222222,6.595149775125378
LE,0.3888888888888889,4.362222580981793
LEGH,0.0,3.5853096083757383
LEU,0.05555555555555555,5.533231245384107
LGIH,0.05555555555555555,2.222865380944091
LGND,0.2222222222222222,6.18928035820793
LHCG,0.3333333333333333,4.16132469615231
LILA,0.5,12.263775042547971
LILAK,0.7777777777777778,-19.167544729886753
LIND,0.6111111111111112,40.01096345371273
LIVN,0.3333333333333333,6.396997985600826
LKFN,0.16666666666666666,2.628380309315879
LL,0.8888888888888888,-2.1901703326661726
LLNW,0.2777777777777778,3.7857845270664763
LMAT,0.1111111111111111,1.8762725719643378
LMNR,0.2777777777777778,5.041532896684158
LNDC,0.3888888888888889,7.429663376117923
LNN,0.16666666666666666,5.026116051749657
LNTH,0.0,2.147686856054844
LOB,0.1111111111111111,5.328385085296155
LOCO,0.5555555555555556,192.48881612554786
LOTZ,0.05555555555555555,3.157776020548151
LOVE,0.1111111111111111,3.1410101626055784
LPG,0.2777777777777778,5.153292395485827
LPI,0.0,3.8959848395699965
LPRO,0.1111111111111111,5.750390758095499
LPSN,0.5,38.82406048238105
LQDT,0.0,3.6767262272699237
LRN,0.05555555555555555,2.578530214424496
LSCC,0.16666666666666666,4.502881568320448
LSEA,0.0,4.557559889755524
LTC,0.3888888888888889,8.607998291552926
LTHM,0.2222222222222222,4.971300864691873
LTRPA,0.7777777777777778,-15.100815387221536
LUNA,0.7777777777777778,-5.052918600775233
LVO,0.7222222222222222,-4.523105867731992
LXFR,0.16666666666666666,4.547406161853301
LXP,0.0,1.911080858125396
LXRX,0.2777777777777778,4.202277803518575
LZB,0.16666666666666666,3.3983834117758565
M,0.0,2.447586902347457
MAC,0.0,4.34451988806086
MANT,0.7222222222222222,-9.572333906890508
MARA,0.05555555555555555,3.883727054847671
MATW,0.3888888888888889,8.601690051421738
MATX,0.05555555555555555,2.2401614991876557
MAXR,0.5,12.653048966496783
MBI,0.0,3.7313889089022094
MBII,0.6111111111111112,12.490167581980618
MBIN,0.05555555555555555,3.6279101503711155
MBIO,0.8888888888888888,-1.2908518977584722
MBUU,0.6666666666666666,-16.164982336688883
MBWM,0.16666666666666666,3.2878412767438645
MC,0.2777777777777778,3.7583749685273644
MCB,0.0,2.0425305494622017
MCBC,0.3888888888888889,8.681254509498936
MCBS,0.0,2.4668066715684067
MCF,0.1111111111111111,14.725025525109935
MCFT,0.5,6.2307159981323395
MCRB,0.8333333333333334,-1.3628034754462293
MCRI,0.3333333333333333,5.529244681107355
MCS,0.05555555555555555,4.252767749207656
MD,0.1111111111111111,2.339240562418525
MDC,0.5555555555555556,10.696575043893613
MDGL,0.5555555555555556,-27.096132633979078
MDRX,0.05555555555555555,1.6030496581862765
MDVL,0.7222222222222222,-15.17555343241207
MDXG,0.7222222222222222,28.80016070802931
MEC,0.2777777777777778,6.329925676427716
MED,0.5555555555555556,13.581529986144654
MEDP,0.16666666666666666,2.5840634546402064
MEI,0.2777777777777778,3.628633438131019
MEIP,0.3888888888888889,4.708008575446739
MESA,0.7222222222222222,-1458.1560064564483
MFA,0.1111111111111111,3.551897410806449
MG,0.16666666666666666,4.152511975580544
MGEE,0.0,1.956788868381883
MGI,0.1111111111111111,4.031178996286224
MGLN,0.5555555555555556,-2.7231730727228753
MGNI,0.6111111111111112,58.67654976667592
MGNX,0.6111111111111112,-28.739118417162754
MGPI,0.0,1.8379136663498654
MGRC,0.5555555555555556,45.475058638297696
MGTA,0.5,-984.1213679505751
MGTX,0.05555555555555555,2.7989017551578335
MGY,0.2222222222222222,4.729465188321322
MHLD,0.0,2.2752144395251985
MHO,0.3888888888888889,7.438543076991954
MIME,0.0,1.7960109978786338
MIRM,0.5,8.998512069215806
MITK,0.16666666666666666,3.801842292185838
MLAB,0.16666666666666666,3.7752851921458324
MLI,0.05555555555555555,2.501114299605376
MLR,0.6111111111111112,78.7663785923846
MMAT,0.05555555555555555,4.659614590690211
MMI,0.05555555555555555,2.7435134604850946
MMS,0.16666666666666666,4.98195148611845
MMSI,0.2777777777777778,6.170832526542679
MNKD,0.1111111111111111,2.679123648424988
MNMD,1.0,0.15799411125548385
MNR,0.0,1.44784240843126
MNRL,0.05555555555555555,2.6464723631959775
MNRO,0.4444444444444444,21.43680368902969
MNTV,0.6666666666666666,-8.423338178665785
MOD,0.7222222222222222,-5.169726484188308
MODN,0.2222222222222222,7.298466411296285
MODV,0.05555555555555555,2.009524866248512
MOFG,0.2777777777777778,4.944435174097692
MORF,0.5555555555555556,9.054324314289394
MOV,0.0,2.2773277627632433
MPAA,0.4444444444444444,8.549416043867646
MPB,0.0,2.2367069727535225
MPX,0.2777777777777778,3.3589635985245967
MRC,0.6111111111111112,-15.706900663226387
MRLN,0.0,2.1035486487220854
MRNS,0.3888888888888889,4.7515644051046975
MRSN,0.9444444444444444,-0.07948960098598154
MRTN,0.6666666666666666,-12.3984333469471
MSBI,0.4444444444444444,5.084965619874681
MSEX,0.0,1.470008261957729
MSTR,0.2777777777777778,5.635254783737704
MTDR,0.0,2.5616558621408734
MTEM,0.7777777777777778,-0.38314039509406705
MTH,0.05555555555555555,2.053992893245153
MTOR,0.5555555555555556,31.374284423482198
MTRN,0.0,1.6500415253605063
MTRX,0.2777777777777778,7.510618737798891
MTSI,0.3888888888888889,5.378858295105218
MTW,0.3888888888888889,7.413742904126924
MTX,0.16666666666666666,3.714639736900752
MUR,0.1111111111111111,3.9399995205144087
MUSA,0.0,2.061406609902827
MVBF,0.1111111111111111,2.116196589782677
MVIS,0.3888888888888889,9.406877635632494
MWA,0.1111111111111111,3.0950997771842115
MXL,0.05555555555555555,3.0012022586942284
MYE,0.5,10.105192022718517
MYGN,0.2222222222222222,3.945192035959216
MYRG,0.05555555555555555,3.268182997656364
NAT,0.5555555555555556,12.896983520793723
NATH,0.05555555555555555,4.0347937265828335
NATR,0.05555555555555555,3.6494213190293174
NAVI,0.0,1.411359239884912
NBEV,0.7222222222222222,-4.765484484673866
NBHC,0.2222222222222222,2.81822091017241
NBR,0.3333333333333333,10.441105611198056
NBTB,0.2222222222222222,5.402056227844943
NCBS,0.3333333333333333,4.7980723345794605
NCMI,0.3333333333333333,7.159014725199671
NDLS,0.6666666666666666,-7.68857541262679
NEO,0.2222222222222222,2.847932663309717
NEOG,0.5,86.84021701703902
NESR,0.5555555555555556,12.820564049365476
NEX,0.5,16.253497031373456
NFBK,0.2777777777777778,4.080093698459589
NG,0.8333333333333334,-8.455516504038272
NGM,0.7777777777777778,-7.521580741111706
NGVC,0.1111111111111111,2.190276478612333
NGVT,0.4444444444444444,29.816589221927075
NH,0.7222222222222222,-374.8318605288699
NHC,0.16666666666666666,4.602479751904457
NHI,0.6111111111111112,-902.8681354725884
NJR,0.2222222222222222,4.2021295634810825
NKLA,0.2222222222222222,5.130229682285238
NL,0.05555555555555555,2.125789143716239
NLS,0.8333333333333334,-3.14261503000134
NLTX,0.7222222222222222,-4.023958698239155
NMIH,0.16666666666666666,2.735597797699012
NMRK,0.0,1.9151506795805524
NMTR,0.2222222222222222,4.405615134244528
NNBR,0.5555555555555556,15.27198901703758
NNI,0.0,1.9416258874603298
NODK,0.1111111111111111,4.422755428660799
NOG,0.05555555555555555,2.3769584647611737
NOTV,0.0,3.3886781062134075
NOVA,0.4444444444444444,7.661504962726936
NOVT,0.1111111111111111,2.884126447890188
NP,0.7777777777777778,-13.217740264281376
NPK,0.5,10.202054089974347
NPO,0.3333333333333333,5.5526705324149335
NPTN,0.2222222222222222,3.61675780673071
NR,0.2777777777777778,7.849936618006511
NRC,0.16666666666666666,2.6914687482072073
NRIM,0.2777777777777778,3.2109327400043406
NSA,0.0,1.381453423259521
NSIT,0.16666666666666666,4.133589630761343
NSP,0.0,2.549790610435078
NSSC,0.0,2.9449211495890446
NSTG,0.3888888888888889,8.989973579223202
NTB,0.3333333333333333,5.026817109820658
NTCT,0.5,82.0943848435284
NTGR,0.7777777777777778,-4.430491231288875
NTLA,0.2777777777777778,5.30439914840484
NTUS,0.2777777777777778,5.775203216242951
NUS,0.0,2.4076019295057343
NUVA,0.5,10.792964204760187
NVEC,0.1111111111111111,2.936649572058053
NVEE,0.0,1.3939033340973226
NVRO,0.8888888888888888,-1.0317146424593036
NVTA,0.6666666666666666,-14.294856140909662
NWBI,0.5,-99.187576259896
NWE,0.3888888888888889,4.651389814655758
NWLI,0.3888888888888889,8.949054927671446
NWN,0.4444444444444444,13.481570360027357
NWPX,0.5,24.946403174509577
NX,0.4444444444444444,6.418175926448962
NXGN,0.4444444444444444,21.523183911690168
NXRT,0.0,1.6789752232613318
NYMT,0.5555555555555556,-19.242849023967945
OAS,0.0,1.3794740016031013
OBNK,0.5555555555555556,34.91281803525962
OCFC,0.4444444444444444,13.55502659082183
OCGN,0.4444444444444444,9.417214091315573
OCN,0.05555555555555555,2.818121592842509
OCUL,0.7777777777777778,-7.0665059524905045
OCX,0.5,8.566794665066304
ODC,0.2777777777777778,3.9294000173494266
ODP,0.7777777777777778,-6.153843607778741
OEC,0.5,78.03082992109545
OFC,0.1111111111111111,3.5796705246519593
OFG,0.2777777777777778,3.975906767480695
OFIX,0.5,15.576127089579707
OFLX,0.2222222222222222,3.2670320885379907
OGS,0.4444444444444444,6.29697338982441
OI,0.3888888888888889,5.554423205075762
OII,0.5,7.603053414186941
OIS,0.5555555555555556,20.47104818776913
OLP,0.0,1.7642086422091259
OMCL,0.05555555555555555,1.9200429574124394
OMER,0.7222222222222222,-4.353475737415585
OMI,0.1111111111111111,2.7744011099995567
ONB,0.3888888888888889,4.982631858193585
ONCT,0.7222222222222222,-58.49913586283116
ONTO,0.05555555555555555,2.5640607521665486
OOMA,0.0,2.9952890156405263
OPCH,0.05555555555555555,2.726316072108677
OPI,0.16666666666666666,6.539507702648313
OPK,0.0,3.5168805166966584
OPRT,0.5,10.572293029160603
OPRX,0.0,2.290974215413447
OPY,0.16666666666666666,3.686775813852414
ORA,0.16666666666666666,3.646917169756234
